country,year,pharma_imports,fuel_imports,oil_exports
ABW,2000,27909151.0,,
ABW,2001,22397910.0,,
ABW,2002,22597636.0,,
ABW,2003,24511832.0,,
ABW,2004,25919284.0,,
ABW,2005,26057593.0,,
ABW,2006,25981746.0,,
ABW,2007,28370729.0,,
ABW,2008,28483371.0,,
ABW,2009,31174014.0,58794895.0,12973.0
ABW,2010,31242180.0,70030076.0,132550.0
ABW,2011,32029622.0,93503308.0,16310.0
ABW,2012,31711690.0,96374312.0,81309.0
ABW,2013,28505796.0,93973011.0,5678.0
ABW,2014,29420914.0,93024544.0,283007.0
ABW,2015,26505133.0,60271547.0,157607.0
ABW,2016,28149769.94,45841412.83,100344.99
ABW,2017,30664885.052,65925477.661,102291.617
ABW,2018,33024842.519,76706439.484,41458.658
ABW,2019,35294897.753,63090147.702,8550.279
ABW,2020,35318033.507,45556837.09,29907.262
ABW,2021,40658454.734,60587516.464,25235.754
ABW,2022,35546575.476,99060077.933,24293.854
ABW,2023,37073610.65,91135588.1,66885.474
AFG,2008,19670526.0,487576499.0,
AFG,2009,16634367.0,788229566.0,393708.0
AFG,2010,40688984.0,1075187326.0,
AFG,2011,43884154.0,2222108850.0,2391280.0
AFG,2012,36018405.0,1517526125.0,
AFG,2013,139563591.0,1452547655.0,
AFG,2014,68431720.0,1488624239.0,
AFG,2015,60103177.0,1637956960.0,19716077.0
AFG,2016,51420388.0,1008081868.0,27672616.0
AFG,2017,96752645.03,923541847.36,43546609.57
AFG,2018,89624824.46,969675693.88,89390208.17
AFG,2019,161924899.71,1944548257.28,69573174.51
AGO,2004,58630079.871,58363807.966,12385219025.096
AGO,2005,74959637.778,418084552.185,22558576892.059
AGO,2006,118519370.613,684855553.164,30548441305.207
AGO,2007,112021409.0,147313908.0,42952519227.0
AGO,2008,176916692.605,3194800019.608,63682209683.792
AGO,2009,143697784.0,3667654549.0,39792628598.0
AGO,2010,147970519.0,3105041570.0,51511230653.0
AGO,2011,194960533.0,2419337933.0,65192495550.0
AGO,2012,242691171.0,1129048635.0,69708124751.0
AGO,2013,258411341.0,2060590256.0,66505388303.0
AGO,2014,331526560.0,1638997538.0,57336235615.0
AGO,2015,248699576.1,1412342043.06,31894838588.85
AGO,2016,231618889.52,1575700425.15,26009598468.17
AGO,2017,283178602.55,1667571142.72,33051869064.74
AGO,2018,350982633.227,2416096927.868,38904909030.737
AGO,2019,294304593.861,1980106610.626,33387700563.87
AGO,2020,282103261.561,926453818.524,19687858157.826
AGO,2021,322068826.039,1886757547.563,31318918599.479
AGO,2022,678247525.877,3982471153.295,47576310443.686
AGO,2023,329832599.085,3482377834.076,35115546788.222
AGO,2024,248436179.2,2860345600.32,34198326779.69
AIA,2000,476540.0,6989734.0,3510.0
AIA,2001,479088.0,6548091.0,11834.0
AIA,2002,480354.0,6772334.0,15433.0
AIA,2003,488549.0,7998036.0,10383.0
AIA,2004,640700.0,10159471.0,597692.0
AIA,2006,961872.0,24537918.0,503.0
AIA,2007,887519.0,25736008.0,106012.0
AIA,2008,1435129.0,39047474.0,43337.0
ALB,1996,17158986.0,24009276.0,6336661.0
ALB,1997,10827152.0,20898342.0,2832944.0
ALB,1998,21434003.0,32134664.0,2487029.0
ALB,1999,30750054.0,43475781.0,7608978.0
ALB,2000,16341679.0,98348640.0,4911575.0
ALB,2001,23146195.0,132666256.0,4435146.0
ALB,2002,28452680.0,136366586.0,7027225.0
ALB,2003,43547052.0,160212507.0,4967160.0
ALB,2004,59008648.0,176819617.0,16295662.0
ALB,2005,75451565.0,225479541.0,19059264.0
ALB,2006,93123625.0,321005921.0,34288564.0
ALB,2007,123379999.0,614489123.0,81651330.0
ALB,2008,141905991.0,840447372.0,120814670.0
ALB,2009,146779677.0,536096544.0,127471124.0
ALB,2010,153446836.0,635513911.0,278763206.0
ALB,2011,159349652.0,950348620.0,413444368.0
ALB,2012,155976407.0,972118308.0,524032931.0
ALB,2013,153199834.0,838501167.0,723431623.0
ALB,2014,199969590.0,810052650.0,615911412.0
ALB,2015,153343441.0,449330900.0,358687181.0
ALB,2016,161588508.0,354626073.0,220895377.0
ALB,2017,208617396.8,521726891.338,201986811.725
ALB,2018,220490625.983,598902417.824,383265295.079
ALB,2019,220949721.941,665556774.091,304738112.107
ALB,2020,231285536.555,466511131.365,212263532.405
ALB,2021,305782197.303,972455883.292,486959806.562
ALB,2022,249500950.728,1457698639.061,733233136.615
ALB,2023,266798783.639,947422081.583,692733998.084
ALB,2024,302385547.985,925112956.527,483974488.393
AND,1995,13184029.0,36640904.0,81181.0
AND,1996,14419810.0,39305464.0,3708.0
AND,1997,12580999.0,37172456.0,2942.0
AND,1998,14013108.0,38083112.0,8359.0
AND,1999,16874944.0,32690313.0,41762.0
AND,2000,13646959.0,44703519.0,60501.0
AND,2001,13501884.0,45923089.0,105512.0
AND,2002,16641250.0,54476698.0,2173.0
AND,2003,23467376.0,67039692.0,6477.0
AND,2004,28327389.0,76336488.0,2577.0
AND,2005,,,1985.0
AND,2006,32758518.555,105460643.737,1450.513
AND,2007,38866257.305,127794885.858,24882.157
AND,2008,41433716.412,183276892.73,10052.146
AND,2009,41066898.895,135138031.913,67740.961
AND,2010,36182662.854,155914846.889,1583.663
AND,2011,40180737.509,196929748.317,3384.499
AND,2012,36419272.676,200935806.123,101190.181
AND,2013,36951009.712,190842256.389,124991.527
AND,2014,38994035.789,168805784.437,108301.474
AND,2015,35019419.277,115221865.472,39820.479
AND,2016,33191569.409,90017199.452,10279.645
AND,2017,33850330.47,114284041.269,10124.93
AND,2018,35195266.277,135016037.84,17639.48
AND,2019,35794136.899,124516321.107,113420.952
AND,2020,37188848.005,77573265.725,48528.077
AND,2021,43953440.562,125697827.79,54212.774
AND,2022,41440606.806,223148717.398,21574.03
AND,2023,46266833.724,173437348.109,25609.293
ANT,1998,27564000.0,1206670720.0,991795840.0
ANT,2005,42890449.0,,
ANT,2006,45694058.0,,
ANT,2007,52417656.0,,
ANT,2008,56194506.0,,
ARE,1999,158248942.0,238842198.0,18478640966.0
ARE,2000,334924976.0,211224141.0,28760165395.0
ARE,2001,272760916.0,224573915.0,22152355498.0
ARE,2002,303544347.0,228826650.0,22851206241.0
ARE,2003,391843186.0,275150528.0,25813678258.0
ARE,2004,455142245.0,435423104.0,38825486148.0
ARE,2005,588966713.0,554842819.0,51455032724.0
ARE,2006,652476555.0,877779097.0,72588463482.0
ARE,2007,843647736.0,1152355608.0,77688979742.0
ARE,2008,1037008489.0,1770444319.0,105969160858.0
ARE,2009,1148947188.0,1820525603.0,58677046172.0
ARE,2010,1224433262.0,2061064016.0,74051099964.0
ARE,2011,1568819656.0,2830972657.0,104585753271.0
ARE,2012,2516799369.0,8439456869.0,118256621304.0
ARE,2013,1982450454.195,2754499874.921,130620932975.354
ARE,2014,2366822048.606,2909999531.617,103076254453.503
ARE,2015,2471182172.274,1953361321.571,62503512106.194
ARE,2016,2595140292.962,3055142408.013,47553955601.398
ARE,2017,3585037811.484,9364740065.425,63092617312.268
ARE,2018,4038347484.511,15427280997.4,121588642290.225
ARE,2019,4079561957.728,55758731192.472,213068424191.667
ARE,2020,4446337781.488,42449014653.021,173347553704.226
ARE,2021,6573438169.48,36789890019.708,217322865341.462
ARE,2022,5756589195.89,20590754358.498,269541475724.191
ARE,2023,6174866487.128,21257678536.735,282076795222.039
ARG,1995,335586176.0,844285760.0,2169398016.0
ARG,1996,400914592.0,864331456.0,3088592384.0
ARG,1997,478266592.0,898112576.0,3093694720.0
ARG,1998,599776000.0,798577984.0,2277388800.0
ARG,1999,646780717.0,676003859.0,2828659085.0
ARG,2000,647629854.0,927827214.0,4643195553.0
ARG,2001,638568607.0,797872293.0,4531825654.0
ARG,2002,393151657.0,426246178.0,4374861634.0
ARG,2003,475269739.0,478230552.0,5120029108.0
ARG,2004,545075970.0,921788215.0,5536454226.0
ARG,2005,624573239.0,1424893006.0,6581549831.0
ARG,2006,762534240.0,1604264616.0,7110552918.0
ARG,2007,938596222.0,2691722610.0,6096013323.0
ARG,2008,1140657496.0,4133211372.0,6561521003.0
ARG,2009,1207918698.0,2436372166.0,5659550335.0
ARG,2010,1565562173.0,4479354807.0,5388134753.0
ARG,2011,1790422134.0,9402076271.0,4956045467.0
ARG,2012,2087550316.0,8736468178.0,4981941943.0
ARG,2013,2137986753.0,12017157482.0,3557637407.0
ARG,2014,2148944239.21,10879871986.77,3201007631.91
ARG,2015,2406584613.61,6581551365.86,1441981808.3
ARG,2016,2157431231.87,4699693263.03,1445668426.65
ARG,2017,2380966271.72,5461412052.16,1626522927.84
ARG,2018,2372194822.07,6275148790.1,2936939165.74
ARG,2019,2089587083.72,4190205856.16,3014471751.54
ARG,2020,2143935584.25,2566141639.82,2214287031.69
ARG,2021,3294406423.29,5802853230.04,3780521310.2
ARG,2022,3182414258.66,12783103821.15,6820891462.31
ARG,2023,2601489353.82,7763068627.97,6380764486.74
ARG,2024,2486880726.03,3777841335.36,7550381658.81
ARM,1997,43711160.0,206100496.0,1578329.0
ARM,1999,32441350.0,175036949.0,19154136.0
ARM,2000,42281625.0,174376578.0,20640833.0
ARM,2001,28941604.0,186314401.0,17157980.0
ARM,2002,24055259.0,168775359.0,13431104.0
ARM,2003,38127164.0,176890717.0,11005224.0
ARM,2004,37071071.0,206863510.0,19822905.0
ARM,2005,49329434.0,261998473.0,18787529.0
ARM,2006,60146229.0,350555765.0,19517787.0
ARM,2007,99808616.0,482721853.0,13063249.0
ARM,2008,95559921.0,640449616.0,6338594.0
ARM,2009,92199351.0,491476844.0,6241584.0
ARM,2010,92260414.0,661890646.0,40829201.0
ARM,2011,110174714.0,806189186.0,101453230.0
ARM,2012,111006911.0,902923323.0,107809631.0
ARM,2013,127781116.0,938218899.0,88417903.0
ARM,2014,119911250.0,814033513.0,90339328.0
ARM,2015,111749601.0,673716410.0,92391607.0
ARM,2016,110727375.0,567308482.0,61432518.0
ARM,2017,184660001.9,626673273.92,71979369.41
ARM,2018,158574917.99,677923441.52,81156824.378
ARM,2019,209583180.85,765453776.668,68877255.06
ARM,2020,161125260.06,719322518.59,67753320.415
ARM,2021,186709263.59,908326404.585,51488912.54
ARM,2022,215250009.07,1164825909.97,97623771.5
ARM,2023,224227017.24,1067460078.707,74479627.43
ARM,2024,238506655.28,1074609285.352,87136921.814
ATG,1999,5438918.0,38259460.0,89228.0
ATG,2000,4751393.0,56354659.0,546746.0
ATG,2005,4219131.0,181783867.0,84265321.0
ATG,2006,4644986.0,247733756.0,
ATG,2007,8743577.0,36555371.0,56825867.0
ATG,2009,9241926.0,273875127.0,168097455.0
ATG,2010,8485712.0,144465798.0,1277083.0
ATG,2011,7191739.0,170538175.0,704494.0
ATG,2012,7399746.0,196976335.0,492955.0
ATG,2013,6768242.0,169976815.0,4137522.0
ATG,2014,6187272.0,166115469.0,1023813.0
ATG,2015,7899510.0,78122255.0,287452.0
ATG,2016,7388663.0,75953074.0,622734.0
ATG,2017,8283394.343,102646392.657,86837.491
ATG,2018,10280069.364,6379372.521,1043245.846
ATG,2019,10913079.388,5177291.822,4482320.199
ATG,2020,10301499.943,74964134.233,3664318.312
ATG,2021,11109615.652,121324488.742,5027417.258
ATG,2022,10736241.0,7285582.233,7926624.218
ATG,2023,11580501.222,6950692.078,7949233.755
ATG,2024,9243383.028,6171721.52,7043897.252
AUS,1995,1104637372.0,2882897126.0,8877552664.0
AUS,1996,1359048321.0,3837818544.0,10184696756.0
AUS,1997,1482933904.0,3724782234.0,11105473236.0
AUS,1998,1621810048.0,2714881536.0,9474174976.0
AUS,1999,1905775308.0,3812651771.0,9334215646.0
AUS,2000,2180405557.0,5900351608.0,13325226147.0
AUS,2001,2150307360.0,5588695161.0,13142433584.0
AUS,2002,2659366780.0,5359302504.0,13444565579.0
AUS,2003,3322023275.0,7012858142.0,13909571275.0
AUS,2004,4510591018.0,10129035923.0,17520244465.0
AUS,2005,5173121607.0,13918248203.0,27135296519.0
AUS,2006,5253112023.0,18397513027.0,29652264151.0
AUS,2007,6468858302.0,21412784868.0,32124040666.0
AUS,2008,6849192817.0,31286321361.0,59868231684.0
AUS,2009,7206252978.0,20886403487.0,45411625005.0
AUS,2010,8620994014.0,27379125381.0,61259839433.0
AUS,2011,10440289901.0,39513907014.0,75819059487.0
AUS,2012,10276458775.0,42333320489.0,72890517375.0
AUS,2013,9371015082.0,40668502822.0,65221537187.0
AUS,2014,8472278028.0,36236781822.0,63956234017.0
AUS,2015,7257071112.0,21748482422.0,47494438898.0
AUS,2016,7781062785.0,17534290618.0,48540003837.0
AUS,2017,8026101154.163,23652493510.599,69890213127.036
AUS,2018,8332790505.561,31293230205.304,91171820669.26
AUS,2019,8539766450.959,27835783566.46,87694690778.211
AUS,2020,8987432993.288,17248149703.562,52676054626.524
AUS,2021,11029114428.292,26858481946.79,94764870541.975
AUS,2022,13399459930.325,47240018748.371,175159601637.832
AUS,2023,11351954310.594,42492798655.313,129171296046.456
AUS,2024,11149392321.819,39453704018.927,113130494068.881
AUT,1995,1507569280.0,2937778432.0,577327616.0
AUT,1996,1514736896.0,3595762432.0,711265280.0
AUT,1997,1589632256.0,2831608320.0,703102016.0
AUT,1998,1836500992.0,2319048448.0,626065728.0
AUT,1999,1932525489.0,2591013953.0,698819318.0
AUT,2000,1586421540.0,3693873466.0,802818854.0
AUT,2001,1785967763.0,4088286296.0,1233995746.0
AUT,2002,2167389409.0,4584735210.0,1644971230.0
AUT,2003,2630831551.0,7298261941.0,2277016904.0
AUT,2004,2874081781.0,10198731891.0,3522896678.0
AUT,2005,3213173489.0,14648433107.0,5421882713.0
AUT,2006,3672189178.0,18491111102.0,7070927580.0
AUT,2007,4404946520.0,15208781520.0,4175458151.0
AUT,2008,5194177786.0,20947097524.0,5784410699.0
AUT,2009,5217269539.0,14229675984.0,4521709936.0
AUT,2010,5127164145.0,16127911567.0,4654864564.0
AUT,2011,5659407231.0,21802924781.0,5726386817.0
AUT,2012,5191128669.194,22246801963.284,5833754098.585
AUT,2013,5526701456.377,19601123580.914,4510734824.385
AUT,2014,6010437695.744,17307745779.149,4087380366.348
AUT,2015,5277713476.55,11685815308.997,2863826978.355
AUT,2016,5712464684.489,9884957953.733,2467836361.454
AUT,2017,6018320835.434,12126759175.588,3055792256.541
AUT,2018,7276566184.419,15081999556.323,3720084868.09
AUT,2019,7630665396.203,13762481746.513,3826042863.154
AUT,2020,7958790220.07,9432614344.286,3162686226.388
AUT,2021,10782021810.779,16505337670.819,4819657090.8
AUT,2022,10069380213.339,28601225593.776,7904472845.248
AUT,2023,11279201058.794,19718101946.775,7762990393.056
AUT,2024,11668441580.655,15257350348.082,5757631588.485
AZE,1996,9914700.0,43441280.0,419113760.0
AZE,1997,13072927.0,79166208.0,480111328.0
AZE,1998,28864900.0,63057960.0,417854048.0
AZE,1999,24831411.0,65810584.0,730399528.0
AZE,2000,39632997.0,57516304.0,1484903845.0
AZE,2001,23173610.0,216341973.0,2113594461.0
AZE,2002,22419326.0,292614455.0,1927359067.0
AZE,2003,31408093.0,296107239.0,2229111228.0
AZE,2004,27600407.0,401706944.0,2972491793.0
AZE,2005,31947448.0,499672514.0,3337035109.0
AZE,2006,48287415.0,612857380.0,5390285892.0
AZE,2007,91270496.0,143546096.0,4931407686.0
AZE,2008,108075245.0,114375874.0,46363077407.0
AZE,2009,142132226.0,64631592.0,13639468957.0
AZE,2010,152131720.0,75096762.0,20110198221.0
AZE,2011,243031006.0,84792027.0,25089288638.0
AZE,2012,241735252.0,86038664.0,22259197907.0
AZE,2013,250048602.0,143229845.0,22229818717.0
AZE,2014,225938303.0,297987922.0,20177193437.0
AZE,2015,270684493.97,152206242.08,11187136856.59
AZE,2016,195422195.8,284169294.51,12270160388.75
AZE,2017,249015827.78,380850048.51,13867167998.97
AZE,2018,290184259.9,724670591.0,17878567387.58
AZE,2019,296555109.32,828304656.28,17800170639.37
AZE,2020,377146393.34,281151085.75,11981306114.67
AZE,2021,528835949.0,331611960.57,19633503063.02
AZE,2022,653065468.56,1291262933.36,35299775836.82
AZE,2023,560837040.37,1985674932.68,31017150741.81
AZE,2024,507557424.63,1848916475.39,23361867691.41
BDI,1995,13246304.0,30883056.0,
BDI,1996,7290098.0,19485568.0,
BDI,1997,10537951.0,13314023.0,
BDI,1998,9245986.0,22344284.0,
BDI,1999,7763224.0,19209948.0,
BDI,2000,9255880.0,17788242.0,
BDI,2001,11808382.0,17392862.0,
BDI,2002,9960349.0,16687630.0,
BDI,2003,10696166.0,26693538.0,211818.0
BDI,2004,14977092.0,28491177.0,4945.0
BDI,2005,16134972.0,21804327.0,38004.0
BDI,2006,26618714.0,4153208.0,351197.0
BDI,2007,25407421.0,118410084.0,5910438.0
BDI,2008,31951725.0,10549929.0,1128091.0
BDI,2009,29475169.0,7980631.0,1584398.0
BDI,2010,40212697.04,8569800.166,2444062.729
BDI,2011,50041998.0,343061328.0,671456.0
BDI,2012,56508349.0,170150426.0,525965.0
BDI,2013,54003581.0,167164878.0,1244.0
BDI,2014,49208171.0,164731135.0,725956.0
BDI,2015,50491178.0,117334496.0,437789.0
BDI,2016,54440043.0,109790405.0,2193795.0
BDI,2017,61888949.356,153699933.409,348215.538
BDI,2018,60484737.594,156081793.484,6878886.879
BDI,2019,62659401.648,165016058.163,4766241.724
BDI,2020,64472980.074,142767090.404,3015524.741
BDI,2021,69217768.365,166887849.217,3611764.702
BDI,2022,60010504.73,302583804.986,7462863.628
BDI,2023,41791979.322,263584299.852,4103705.002
BEL,1995,2583104512.0,9432707072.0,4396595200.0
BEL,1996,2789658624.0,11161479168.0,5379984384.0
BEL,1997,2940046336.0,10900323328.0,5057582592.0
BEL,1998,3864646656.0,8543733248.0,4335994368.0
BEL,1999,4114022218.0,9420387866.0,5200360616.0
BEL,2000,4853739335.0,15729156235.0,8938752968.0
BEL,2001,7411317505.0,15416005351.0,8292820497.0
BEL,2002,20001572406.0,15650283269.0,9383474669.0
BEL,2003,24417644293.0,20480123855.0,13673006483.0
BEL,2004,26829952280.0,27537619417.0,17760144223.0
BEL,2005,30648523012.0,39366189664.0,23845227697.0
BEL,2006,33239550537.0,47922657138.0,29284270877.0
BEL,2007,38199157974.0,48209064719.0,30762683151.0
BEL,2008,41302152223.0,71663895510.0,44139245995.0
BEL,2009,39831716509.0,43666357951.0,28030808338.0
BEL,2010,9610254940.828,46777675433.732,28514937846.871
BEL,2011,9323801359.986,65157047583.844,39958235862.525
BEL,2012,10606581117.917,65168473608.086,39781397040.175
BEL,2013,14904956461.477,66580948732.128,42376037991.616
BEL,2014,16131388210.567,58397625391.526,36442085712.843
BEL,2015,13143074970.562,36217461318.333,22285678860.948
BEL,2016,19699640786.375,28517354476.611,17454388399.745
BEL,2017,24433942832.35,36681478267.428,21504699748.111
BEL,2018,28054511295.42,48082298190.692,27726223589.054
BEL,2019,33362388043.329,37366976056.225,23015559970.314
BEL,2020,36889456130.871,23387636427.728,14817639489.072
BEL,2021,46990049850.558,54317903569.218,34040818853.368
BEL,2022,48338804116.315,118287075005.07,93185328065.327
BEL,2023,53725938947.47,70822223322.654,51785304754.659
BEL,2024,44258294888.782,59789509596.805,43895115541.372
BEN,1998,22740800.0,168633280.0,4472455.0
BEN,1999,22998744.0,73398648.0,1476570.0
BEN,2000,20333675.0,104767521.0,
BEN,2001,31340075.0,104059114.0,19417.0
BEN,2002,39275889.0,126280921.0,561620.0
BEN,2003,37430192.0,181603204.0,281850.0
BEN,2004,39345161.0,205582142.0,428651.0
BEN,2005,34646724.0,183665852.0,1942024.0
BEN,2006,40137986.0,217228036.0,855738.0
BEN,2007,53617201.0,333611913.0,8406904.0
BEN,2008,60454695.0,253939259.0,1154286.0
BEN,2009,60776184.0,258123004.0,35700.0
BEN,2010,68393202.0,418544743.0,39882588.0
BEN,2011,77394083.0,346068555.0,45346082.0
BEN,2012,77990562.0,487238645.0,37552987.0
BEN,2013,84230761.0,415071279.0,37216671.0
BEN,2014,98516545.0,517072709.0,105955843.0
BEN,2015,79570614.055,446520958.091,22710871.047
BEN,2016,84779080.027,347002498.355,14604150.237
BEN,2017,97381646.856,530939234.25,18499030.103
BEN,2018,114170537.35,604033396.983,25778478.413
BEN,2019,126828738.172,547224055.553,25613030.988
BEN,2020,126540843.33,472558448.83,37790497.557
BEN,2021,159517172.582,501524561.899,37336732.027
BEN,2022,168968831.986,714732480.656,38347852.815
BEN,2023,146144593.755,665713148.041,40770874.893
BEN,2024,155433179.327,461217452.794,38905228.878
BFA,1995,23373006.0,67683456.0,2773009.0
BFA,1996,28144046.0,80697912.0,3789107.0
BFA,1997,22282484.0,131077152.0,3553366.0
BFA,1998,26031452.0,125654232.0,2723476.0
BFA,1999,24302794.0,125452688.0,2554174.0
BFA,2000,25730956.0,182688451.0,5803680.0
BFA,2001,22982684.0,197961994.0,5482650.0
BFA,2002,30976479.0,98447235.0,1473.0
BFA,2003,36174265.0,132658563.0,123135.0
BFA,2004,47644097.0,160878469.0,163394.0
BFA,2005,53809589.048,259190535.817,16789071.225
BFA,2006,57879235.663,501813915.041,59575395.083
BFA,2007,75822471.276,414424211.628,64380983.645
BFA,2008,117992729.159,550641194.112,82766402.307
BFA,2009,114462170.883,534619045.959,97533691.532
BFA,2010,96047153.461,512440651.032,38233041.979
BFA,2011,142935720.732,687168271.242,56830903.753
BFA,2012,120836308.396,922618059.909,70905742.966
BFA,2013,203454995.355,1140801104.686,115719478.943
BFA,2014,195900863.27,1135413647.274,138369650.409
BFA,2015,184067397.298,803040319.335,33842505.661
BFA,2016,211624334.0,666220369.0,10665093.0
BFA,2017,167692884.326,927197995.323,13671155.568
BFA,2018,246116865.998,1170559492.488,27056651.594
BFA,2019,218104659.071,1201981303.712,19962946.684
BFA,2020,242388810.952,1112278373.808,12610654.899
BFA,2021,249005473.381,1362387224.103,12717485.209
BFA,2022,305196710.676,2087153670.876,32199906.184
BFA,2023,249283004.823,2327573897.767,25892940.113
BFA,2024,270184657.031,2645363652.496,54585733.146
BGD,1995,54358490.0,424075971.0,15326230.0
BGD,1996,38977379.0,461077056.0,9492130.0
BGD,1997,57217204.0,614606570.0,16569797.0
BGD,1998,53161371.0,527048111.0,11238780.0
BGD,2000,102544089.0,560992794.0,12591489.0
BGD,2001,84746985.0,388517089.0,8408051.0
BGD,2002,89097132.0,627377645.0,16550334.0
BGD,2003,95369311.0,1103060914.0,20704802.0
BGD,2004,91157084.0,924707296.0,38733765.0
BGD,2005,91806710.0,1289886815.0,54059712.0
BGD,2006,110045562.0,2000439871.0,89064510.0
BGD,2007,159596791.0,1842299401.0,213287304.0
BGD,2008,144724182.0,1799757735.0,218740744.0
BGD,2009,178251258.0,2839150147.0,268644498.0
BGD,2010,203196093.0,2530603822.0,360274097.0
BGD,2011,194320896.0,3126389885.0,280088409.0
BGD,2012,198213693.0,3215643622.0,447060951.0
BGD,2013,169124893.0,2858266511.0,278620262.0
BGD,2015,186776678.0,5219952822.0,178120909.0
BGD,2016,252337942.612,5546289714.63,278015766.38
BGD,2017,296588085.894,6764812734.754,270871820.69
BGD,2018,260976869.658,8148804687.798,439472188.156
BGR,1996,73225792.0,1711320960.0,318118560.0
BGR,1997,82343736.0,1499662848.0,375070432.0
BGR,1998,100069736.0,1088579456.0,267811568.0
BGR,1999,109824582.0,1079102341.0,274748228.0
BGR,2000,116810421.0,299417829.0,563469925.0
BGR,2001,177898834.0,365042781.0,458679220.0
BGR,2002,191879064.0,269695563.0,345299178.0
BGR,2003,247643214.0,427641166.0,438131452.0
BGR,2004,419973429.0,570254599.0,793880846.0
BGR,2005,438215736.0,972688748.0,1218232952.0
BGR,2006,497738896.0,1229333857.0,2005930928.0
BGR,2007,635106281.0,5983984071.0,2732864290.0
BGR,2008,806860264.0,8086318927.0,3612154316.0
BGR,2009,837674746.0,4703069346.0,2077294505.0
BGR,2010,903686307.0,5620921476.0,2739758562.0
BGR,2011,1114337139.0,7486996748.0,3701964471.0
BGR,2012,1058644138.0,8147843662.0,4319616633.0
BGR,2013,1186294348.0,7914177125.0,4348054495.0
BGR,2014,1361254807.0,6954921475.0,3705473467.0
BGR,2015,1228680731.0,4567163095.0,2737981010.0
BGR,2016,1243479990.537,3606796004.569,2407807204.843
BGR,2017,1421003377.385,4855350638.595,3133064452.499
BGR,2018,1579468568.817,5145029539.344,3007316084.032
BGR,2019,1588148199.984,5230579153.871,3190292308.705
BGR,2020,1696800321.267,2981129253.215,1482868149.401
BGR,2021,2074228833.897,5317026085.82,2487770491.005
BGR,2022,1922048284.829,9806920627.998,6138405498.782
BGR,2023,2228164548.989,5972265521.32,3786898732.459
BGR,2024,2249793017.575,6610665793.803,3627500387.136
BHR,2000,42094278.0,2107224300.0,4489340543.0
BHR,2001,39248102.0,1617712006.0,3681292874.0
BHR,2002,49769236.0,1726067781.0,3956666488.0
BHR,2003,55911496.0,2129591069.0,4680927676.0
BHR,2004,55377317.0,2830112783.0,5552569055.0
BHR,2005,75545136.0,4363741972.0,7787244707.0
BHR,2006,41450292.0,4980583005.0,9220535935.0
BHR,2007,76282609.0,5985189751.0,10809652765.0
BHR,2008,135599418.0,8166429953.0,8685830782.0
BHR,2009,107484256.0,5362103748.0,5425946467.0
BHR,2010,189669341.0,6082526378.0,11524501120.0
BHR,2011,197795994.0,7745336633.0,15588221614.0
BHR,2012,205345224.0,3970937818.0,9926041675.0
BHR,2013,235287669.0,8676297645.0,10177285696.0
BHR,2014,269918721.0,8045026352.0,14978842951.0
BHR,2015,293782048.812,4194376905.297,5169749300.152
BHR,2016,306931999.673,3357288246.714,3891035734.246
BHR,2017,274022680.146,4537156294.862,5567062727.0
BHR,2018,332404648.474,6127540901.485,6924812622.918
BHR,2019,355352862.19,5632492527.55,5971845031.01
BHR,2020,331231853.62,3031110983.85,3446869419.82
BHR,2021,375967389.176,382392449.29,5782424135.959
BHR,2022,405270983.236,624813868.287,7142202895.389
BHR,2023,427786570.072,528743066.159,34995669.407
BHR,2024,464255037.381,404907425.147,6954233.716
BHS,1997,19069552.0,149728352.0,
BHS,1998,22353152.0,113488752.0,818.0
BHS,1999,16279478.0,173507104.0,36940504.0
BHS,2000,22572915.0,208380127.0,83035029.0
BHS,2001,31053209.0,294261698.0,68856900.0
BHS,2002,47990421.0,239866895.0,90584115.0
BHS,2003,45728435.0,258266925.0,24478282.0
BHS,2004,32553299.0,287529954.0,37744750.0
BHS,2005,39297630.0,509246445.0,
BHS,2006,37709458.0,608348470.0,92997040.0
BHS,2007,36524759.0,619525434.0,167600275.0
BHS,2008,35367727.0,851940522.0,141527413.0
BHS,2009,40505046.0,560102621.0,112076642.0
BHS,2010,86912048.0,689441260.0,159707406.0
BHS,2011,75204978.0,932373933.0,216131204.0
BHS,2012,52729789.0,882290343.0,319713140.0
BHS,2013,50673481.0,729198340.0,237808279.0
BHS,2014,53099495.0,870644247.0,165336142.0
BHS,2015,55080200.0,537756257.0,70349936.0
BHS,2016,54740635.0,404067137.0,45509839.0
BHS,2017,55386823.58,555972311.67,72693619.48
BHS,2018,55555982.19,585207011.51,101558288.42
BHS,2019,43968400.267,772186751.817,79403390.761
BHS,2020,43905191.0,387545117.0,96324390.0
BHS,2021,59458950.0,660132173.0,184573156.0
BHS,2022,66977408.0,606358020.0,161075838.0
BHS,2023,70162788.0,627493245.0,172604125.0
BHS,2024,69283663.0,810241763.0,361610502.0
BIH,2003,76452811.0,256875600.0,62748112.0
BIH,2004,113857146.0,551328569.0,149497765.0
BIH,2005,171065803.0,918076433.0,212239859.0
BIH,2006,182449167.0,1167347672.0,280257446.0
BIH,2007,223719333.0,1364314216.0,330354819.0
BIH,2008,290406598.0,1996872575.0,494107725.0
BIH,2009,283875038.0,1278413955.0,521837656.0
BIH,2010,287533700.0,1779665923.0,724639164.0
