country,year,pharma_imports,fuel_imports,oil_exports,conflict_incidence,conflict_intensity,regime_score,leader_change,gdp_growth,inflation,unemployment
AFG,2005.0,,,,,,,0.0,11.2297148272859,12.6862687216715,7.878
AFG,2006.0,,,,,,,0.0,5.35740324748592,6.78459655001655,7.897
AFG,2007.0,,,,,,,0.0,13.8263195471281,8.68057078513406,7.841
AFG,2008.0,19670526.0,487576499.0,,,,,0.0,3.92498381999467,26.4186641547444,7.879
AFG,2009.0,16634367.0,788229566.0,393708.0,,,,0.0,21.3905283926492,-6.81116108898996,7.808
AFG,2010.0,40688984.0,1075187326.0,,,,,0.0,14.3624414710737,2.17853752389419,7.809
AFG,2011.0,43884154.0,2222108850.0,2391280.0,,,,0.0,0.426354776777345,11.8041858089129,7.83
AFG,2012.0,36018405.0,1517526125.0,,,,,0.0,12.7522870926697,6.44121280934117,7.875
AFG,2013.0,139563591.0,1452547655.0,,,,,0.0,5.60074465863221,7.38577178397855,7.921
AFG,2014.0,68431720.0,1488624239.0,,,,-1.0,0.0,2.72454336219565,4.67399603536345,7.915
AFG,2015.0,60103177.0,1637956960.0,19716077.0,,,-1.0,0.0,1.45131466066431,-0.661709164713742,9.032
AFG,2016.0,51420388.0,1008081868.0,27672616.0,,,-1.0,0.0,2.26031420279821,4.38389195513915,10.116
AFG,2017.0,96752645.03,923541847.36,43546609.57,,,-1.0,0.0,2.6470032027451,4.97595150553833,11.184
AFG,2018.0,89624824.46,969675693.88,89390208.17,,,-1.0,0.0,1.18922812944517,0.626149149168847,11.192
AFG,2019.0,161924899.71,1944548257.28,69573174.51,,,,0.0,3.91160341625552,2.30237251516834,11.187
AFG,2020.0,,,,,,,0.0,-2.35110067203466,5.60188791482224,11.71
AFG,2021.0,,,,,,,0.0,-20.7388393676343,5.13320340824963,12.006
AFG,2022.0,,,,,,,0.0,-6.24017199240269,13.7121023720065,14.1
AFG,2023.0,,,,,,,0.0,2.26694373649188,-4.64470870797775,14.008
AFG,2024.0,,,,,,,0.0,,-6.60118564073726,13.687
AFW,1995.0,,,,,,,,1.85163689242765,10.5632886691814,4.39276887843604
AFW,1996.0,,,,,,,,4.62182205216881,4.91423972637201,4.32613401613888
AFW,1997.0,,,,,,,,4.38782099734694,3.99714170439303,4.29611784310687
AFW,1998.0,,,,,,,,3.6155976305877,4.47112543851099,4.30420099773995
AFW,1999.0,,,,,,,,1.51799464318927,0.372266170311928,4.48967729134782
AFW,2000.0,,,,,,,,3.81216115039309,2.53077516737997,4.53084348194886
AFW,2001.0,,,,,,,,5.24868324071915,4.36152914007256,4.46519556174692
AFW,2002.0,,,,,,,,9.94330712251539,3.18869330220589,4.27370648574837
AFW,2003.0,,,,,,,,5.62636064767845,1.76090410099629,4.1679789387801
AFW,2004.0,,,,,,,,8.07147345054227,0.694336305945758,4.08689146118398
AFW,2005.0,,,,,,,,5.79743371948868,5.63163351357613,4.09646467682858
AFW,2006.0,,,,,,,,5.28717104206022,4.41589984169561,3.96927941109318
AFW,2007.0,,,,,,,,5.44753043563995,3.60736767984596,3.9480584197936
AFW,2008.0,,,,,,,,6.21081188431489,8.45297623326755,3.96722459921357
AFW,2009.0,,,,,,,,6.14119135977269,3.28244037589321,4.00285567701832
AFW,2010.0,,,,,,,,7.00073960255909,1.78484420477113,3.98952016701337
AFW,2011.0,,,,,,,,4.92204702375463,4.01869907534492,3.96721211893844
AFW,2012.0,,,,,,,,5.12970299383294,4.57837463515948,3.98010182260688
AFW,2013.0,,,,,,,,6.04669213138413,2.43920076104126,3.70779396420408
AFW,2014.0,,,,,,,,5.6915512073646,1.76843582146224,3.88775083913174
AFW,2015.0,,,,,,,,2.93286367242145,2.13081738058791,4.17014290578818
AFW,2016.0,,,,,,,,0.194316483405615,1.48741550755546,4.16758013639496
AFW,2017.0,,,,,,,,2.29634886599959,1.72548602374731,4.28399591922403
AFW,2018.0,,,,,,,,2.90466430784954,1.78404994832044,4.33437713943307
AFW,2019.0,,,,,,,,3.28168276850104,1.98309228487232,4.39076373818366
AFW,2020.0,,,,,,,,-3.73062984236253,2.49037783931949,4.79531801163781
AFW,2021.0,,,,,,,,2.54969083217036,3.74556782333009,4.66663403105227
AFW,2022.0,,,,,,,,4.47279468511532,7.94925143524016,3.59335356570127
AFW,2023.0,,,,,,,,3.66242752919044,5.22116801324002,3.20080093275133
AFW,2024.0,,,,,,,,4.5856736208091,3.60804426950566,3.17242064214562
AGO,1995.0,,,,,,-3.0,0.0,15.0000000288633,2666.45059288538,16.978
AGO,1996.0,,,,,,-4.0,0.0,13.5443697551025,4145.10598220638,16.177
AGO,1997.0,,,,,,-6.0,0.0,7.27427735460373,219.176721172974,16.064
AGO,1998.0,,,,,,-6.0,0.0,4.69114645093552,107.284821528298,16.29
AGO,1999.0,,,,,,-6.0,0.0,2.18148971840462,248.195902412868,16.543
AGO,2000.0,,,,,,-6.0,0.0,3.05462423430785,324.996871601321,16.646
AGO,2001.0,,,,,,-6.0,0.0,4.20599855619506,152.561022469299,16.668
AGO,2002.0,,,,,,-2.0,0.0,13.6656887608562,108.897436089429,16.432
AGO,2003.0,,,,,,-2.0,0.0,3.48731240097521,98.2241436573304,16.445
AGO,2004.0,58630079.871,58363807.966,12385219025.096,,,-2.0,0.0,11.4198633904585,43.5421067519687,16.313
AGO,2005.0,74959637.778,418084552.185,22558576892.059,,,-2.0,0.0,14.1547775343954,22.953513851394,16.295
AGO,2006.0,118519370.613,684855553.164,30548441305.207,,,-2.0,0.0,11.8418178757044,13.3052101780032,16.123
AGO,2007.0,112021409.0,147313908.0,42952519227.0,,,-2.0,0.0,13.0026889457975,12.2514974459487,16.066
AGO,2008.0,176916692.605,3194800019.608,63682209683.792,,,-2.0,0.0,10.7866360496581,12.4758291326398,16.152
AGO,2009.0,143697784.0,3667654549.0,39792628598.0,,,-2.0,0.0,1.99558909788963,13.7302839288408,16.383
AGO,2010.0,147970519.0,3105041570.0,51511230653.0,,,-2.0,0.0,5.29366572819954,14.4696564932577,16.595
AGO,2011.0,194960533.0,2419337933.0,65192495550.0,,,-2.0,0.0,3.59386960240222,13.4824679218511,16.77
AGO,2012.0,242691171.0,1129048635.0,69708124751.0,,,-2.0,0.0,8.50312283866612,10.2779049218839,16.539
AGO,2013.0,258411341.0,2060590256.0,66505388303.0,,,-2.0,0.0,4.88306129688392,8.77781429332624,16.464
AGO,2014.0,331526560.0,1638997538.0,57336235615.0,,,-2.0,0.0,4.65572356315585,7.28038730361121,16.372
AGO,2015.0,248699576.1,1412342043.06,31894838588.85,,,-2.0,0.0,0.763177710914789,9.35597215533784,16.472
AGO,2016.0,231618889.52,1575700425.15,26009598468.17,,,-2.0,0.0,-1.70053036291208,30.6944150806719,16.572
AGO,2017.0,283178602.55,1667571142.72,33051869064.74,,,-2.0,0.0,-0.149396225571834,29.8444799015679,16.617
AGO,2018.0,350982633.227,2416096927.868,38904909030.737,,,-2.0,0.0,-0.59441122698307,19.6289379701521,16.602
AGO,2019.0,294304593.861,1980106610.626,33387700563.87,,,,0.0,-0.204680245744115,17.080954143438,16.497
AGO,2020.0,282103261.561,926453818.524,19687858157.826,,,,0.0,-4.04244724639663,22.271539247051,16.696
AGO,2021.0,322068826.039,1886757547.563,31318918599.479,,,,0.0,2.10275251923413,25.7542948841891,15.799
AGO,2022.0,678247525.877,3982471153.295,47576310443.686,,,,0.0,4.21600258475137,21.3552901320822,14.124
AGO,2023.0,329832599.085,3482377834.076,35115546788.222,,,,0.0,1.26330814020108,13.6441017767715,14.051
AGO,2024.0,248436179.2,2860345600.32,34198326779.69,,,,0.0,4.42390664406875,28.2404948915772,14.02
AIA,2000.0,476540.0,6989734.0,3510.0,,,,,,,
AIA,2001.0,479088.0,6548091.0,11834.0,,,,,,,
AIA,2002.0,480354.0,6772334.0,15433.0,,,,,,,
AIA,2003.0,488549.0,7998036.0,10383.0,,,,,,,
AIA,2004.0,640700.0,10159471.0,597692.0,,,,,,,
AIA,2006.0,961872.0,24537918.0,503.0,,,,,,,
AIA,2007.0,887519.0,25736008.0,106012.0,,,,,,,
AIA,2008.0,1435129.0,39047474.0,43337.0,,,,,,,
AIA,2014.0,,,,1.0,1.0,,,,,
AIA,2015.0,,,,1.0,1.0,,,,,
AIA,2017.0,,,,1.0,1.0,,,,,
ALB,1995.0,,,,,,5.0,0.0,13.3223333268813,7.79321853789217,14.607
ALB,1996.0,17158986.0,24009276.0,6336661.0,,,0.0,0.0,7.33632894771891,12.7254778087103,13.928
ALB,1997.0,10827152.0,20898342.0,2832944.0,,,5.0,0.0,-11.7115732812278,33.1802743753956,16.872
ALB,1998.0,21434003.0,32134664.0,2487029.0,,,5.0,0.0,8.3100252038309,20.6428588670596,20.042
ALB,1999.0,30750054.0,43475781.0,7608978.0,,,5.0,0.0,12.2507281968475,0.389437653561628,20.835
ALB,2000.0,16341679.0,98348640.0,4911575.0,,,5.0,0.0,7.46285871776054,0.0500181363468238,19.023
ALB,2001.0,23146195.0,132666256.0,4435146.0,,,5.0,0.0,8.8637306604876,3.10758827031434,18.57
ALB,2002.0,28452680.0,136366586.0,7027225.0,,,7.0,0.0,4.62839587394552,7.77052583431552,17.891
ALB,2003.0,43547052.0,160212507.0,4967160.0,,,7.0,0.0,5.33326426009945,0.484002611818478,16.985
ALB,2004.0,59008648.0,176819617.0,16295662.0,,,7.0,0.0,5.26626173860785,2.28001916938101,16.306
ALB,2005.0,75451565.0,225479541.0,19059264.0,,,9.0,0.0,5.13082193056189,2.36658195679795,15.966
ALB,2006.0,93123625.0,321005921.0,34288564.0,,,9.0,0.0,6.0189812403864,2.37072831904282,15.626
ALB,2007.0,123379999.0,614489123.0,81651330.0,,,9.0,0.0,6.50009261158209,2.93268248162323,15.966
ALB,2008.0,141905991.0,840447372.0,120814670.0,,,9.0,0.0,6.90706230713707,3.32087090389265,13.06
ALB,2009.0,146779677.0,536096544.0,127471124.0,,,9.0,0.0,2.69075152362146,2.26692209450831,13.674
ALB,2010.0,153446836.0,635513911.0,278763206.0,,,9.0,0.0,2.97315442681247,3.6271009151748,14.086
ALB,2011.0,159349652.0,950348620.0,413444368.0,,,9.0,0.0,2.46351683915714,3.42807130141503,13.481
ALB,2012.0,155976407.0,972118308.0,524032931.0,,,9.0,0.0,0.984129880204108,2.03159268395296,13.376
ALB,2013.0,153199834.0,838501167.0,723431623.0,,,9.0,0.0,1.7072283175406,1.93762080205223,15.866
ALB,2014.0,199969590.0,810052650.0,615911412.0,,,9.0,0.0,2.24022695382642,1.62586504402604,18.055
ALB,2015.0,153343441.0,449330900.0,358687181.0,,,9.0,0.0,2.2277040745779,1.89617402592366,17.193
